index,onset,duration,trial_type,choice_RT,partner_RT,points
0,4.816024758907588,0.46462300116536426,partner-non_social_choice-star,0.46462300116536426,n/a,n/a
1,8.79663203671862,1.5,partner-non_social_feedback-informative,n/a,n/a,49
2,13.282284603831613,1.5762900475438073,partner-non_social_feedback-partner,n/a,1.5762900475438073,n/a
3,21.282351160034523,1.5,partner-non_social_feedback-affective,n/a,n/a,n/a
0,25.29874885309391,0.5574517165832731,partner-social_choice-pentagon,0.5574517165832731,n/a,n/a
1,29.282112362229782,1.5,partner-social_feedback-informative,n/a,n/a,43
2,33.78178744362367,1.479282553388657,partner-social_feedback-partner,n/a,1.479282553388657,n/a
3,38.78172710420904,1.5,partner-social_feedback-affective,n/a,n/a,n/a
0,44.29835573266473,0.6015788447816703,partner-non_social_choice-star,0.6015788447816703,n/a,n/a
1,48.28138865494657,1.5,partner-non_social_feedback-informative,n/a,n/a,60
2,51.781210013709824,1.5155494671662382,partner-non_social_feedback-partner,n/a,1.5155494671662382,n/a
3,57.781276569912734,1.5,partner-non_social_feedback-affective,n/a,n/a,n/a
0,62.547685873738374,0.5718172512947604,partner-social_choice-star,0.5718172512947604,n/a,n/a
1,69.53073817777158,1.5,partner-social_feedback-informative,n/a,n/a,55
2,74.03066193069299,1.2286326247535726,partner-social_feedback-partner,n/a,1.2286326247535726,n/a
3,80.03062097302973,1.5,partner-social_feedback-affective,n/a,n/a,n/a
0,84.0471748171808,0.5347011973899498,partner-non_social_choice-star,0.5347011973899498,n/a,n/a
1,89.03025015989942,1.5,partner-non_social_feedback-informative,n/a,n/a,55
2,93.5300141047951,1.3176855555852853,partner-non_social_feedback-partner,n/a,1.3176855555852853,n/a
3,98.53008175807827,1.5,partner-non_social_feedback-affective,n/a,n/a,n/a
0,102.54658586792402,3.0,partner-non_social_choice-na_lapse,0.0,n/a,n/a
1,0.0,1.5,partner-non_social_feedback-informative_lapse,n/a,n/a,0
2,0.0,3.0,partner-non_social_feedback-partner_lapse,n/a,0.0,n/a
3,0.0,1.5,partner-non_social_feedback-affective_lapse,n/a,n/a,n/a
0,n/a,n/a,partner-social_choice-star_catch,0.4411557228645506,n/a,n/a
1,130.0321766328484,1.5,partner-social_feedback-informative_catch,n/a,n/a,60
2,0.0,0.0,partner-social_feedback-partner_catch,n/a,0.0,n/a
3,0.0,1.5,partner-social_feedback-affective_catch,n/a,n/a,n/a
0,147.54529131320896,0.5423471154649633,partner-social_choice-star,0.5423471154649633,n/a,n/a
1,154.52832021286304,1.5,partner-social_feedback-informative,n/a,n/a,53
2,158.02820812782875,1.3312619238913612,partner-social_feedback-partner,n/a,1.3312619238913612,n/a
3,166.04487094861952,1.5,partner-social_feedback-affective,n/a,n/a,n/a
0,170.04461752307816,0.3256181773035678,partner-social_choice-pentagon,0.3256181773035678,n/a,n/a
1,174.02779745411544,1.5,partner-social_feedback-informative,n/a,n/a,38
2,177.52764587419188,1.232296141459301,partner-social_feedback-partner,n/a,1.232296141459301,n/a
3,183.5442973584868,1.5,partner-social_feedback-affective,n/a,n/a,n/a
0,189.04414797272375,0.338611995987776,partner-non_social_choice-star,0.338611995987776,n/a,n/a
1,193.027243062887,1.5,partner-non_social_feedback-informative,n/a,n/a,51
2,199.5270695413583,1.4743866498497482,partner-non_social_feedback-partner,n/a,1.4743866498497482,n/a
3,204.5437367504701,1.5,partner-non_social_feedback-affective,n/a,n/a,n/a
0,208.54357840521834,0.9516531354006474,partner-social_choice-star,0.9516531354006474,n/a,n/a
1,215.52658792312104,1.5,partner-social_feedback-informative,n/a,n/a,48
2,220.02647803224772,1.0337483831781356,partner-social_feedback-partner,n/a,1.0337483831781356,n/a
3,225.0431401216515,1.5,partner-social_feedback-affective,n/a,n/a,n/a
0,229.79303653898978,0.4828272197314618,partner-non_social_choice-star,0.4828272197314618,n/a,n/a
1,233.7761623474007,1.5,partner-non_social_feedback-informative,n/a,n/a,50
2,237.27595189083604,1.435633752186277,partner-non_social_feedback-partner,n/a,1.435633752186277,n/a
3,243.2925887473939,1.5,partner-non_social_feedback-affective,n/a,n/a,n/a
0,248.04244822969622,3.0,partner-social_choice-na_lapse,0.0,n/a,n/a
1,0.0,1.5,partner-social_feedback-informative_lapse,n/a,n/a,0
2,0.0,3.0,partner-social_feedback-partner_lapse,n/a,0.0,n/a
3,0.0,1.5,partner-social_feedback-affective_lapse,n/a,n/a,n/a
0,266.54191084321246,0.1573425205269814,partner-social_choice-pentagon,0.1573425205269814,n/a,n/a
1,270.54174335562493,1.5,partner-social_feedback-informative,n/a,n/a,46
2,275.0254277607387,1.2543207592088947,partner-social_feedback-partner,n/a,1.2543207592088947,n/a
3,280.0416821019767,1.5,partner-social_feedback-affective,n/a,n/a,n/a
0,284.05816353882983,3.0,partner-social_choice-na_lapse,0.44449560089105944,n/a,n/a
1,289.04126265162085,1.5,partner-social_feedback-informative_lapse,n/a,n/a,0
2,292.5410478067356,3.0,partner-social_feedback-partner_lapse,n/a,0.0,n/a
3,0.0,1.5,partner-social_feedback-affective_lapse,n/a,n/a,n/a
0,301.5575789778941,0.44767274534433454,partner-non_social_choice-star,0.44767274534433454,n/a,n/a
1,306.5406747994448,1.5,partner-non_social_feedback-informative,n/a,n/a,38
2,310.0405433326591,1.2825943461602947,partner-non_social_feedback-partner,n/a,1.2825943461602947,n/a
3,318.04060184360696,1.5,partner-non_social_feedback-affective,n/a,n/a,n/a
0,322.8070243123957,3.0,partner-social_choice-na_lapse,0.0,n/a,n/a
1,0.0,1.5,partner-social_feedback-informative_lapse,n/a,n/a,0
2,0.0,3.0,partner-social_feedback-partner_lapse,n/a,0.0,n/a
3,0.0,1.5,partner-social_feedback-affective_lapse,n/a,n/a,n/a
0,342.8063229124118,0.39013307949335285,partner-non_social_choice-star,0.39013307949335285,n/a,n/a
1,347.78950759746385,1.5,partner-non_social_feedback-informative,n/a,n/a,38
2,351.2894083116994,1.1749378595450253,partner-non_social_feedback-partner,n/a,1.1749378595450253,n/a
3,357.2893688168101,1.5,partner-non_social_feedback-affective,n/a,n/a,n/a
0,362.8059477109605,0.6180262721468353,partner-social_choice-star,0.6180262721468353,n/a,n/a
1,366.7889667368918,1.5,partner-social_feedback-informative,n/a,n/a,40
2,370.28884368105537,1.056908844697773,partner-social_feedback-partner,n/a,1.056908844697773,n/a
3,375.28885830879244,1.5,partner-social_feedback-affective,n/a,n/a,n/a
0,379.30535144783516,0.5811504788207458,partner-non_social_choice-pentagon,0.5811504788207458,n/a,n/a
1,383.28848968982265,1.5,partner-non_social_feedback-informative,n/a,n/a,44
2,386.78836480551854,2.5000974572967607,partner-non_social_feedback-partner,n/a,2.5000974572967607,n/a
3,392.7883220193885,1.5,partner-non_social_feedback-affective,n/a,n/a,n/a
0,0.0,3.0,partner-non_social_choice-na_lapse,0.0,n/a,n/a
1,0.0,1.5,partner-non_social_feedback-informative_lapse,n/a,n/a,0
2,396.0548159812415,3.0,partner-non_social_feedback-partner_lapse,n/a,0.0,n/a
3,0.0,1.5,partner-non_social_feedback-affective_lapse,n/a,n/a,n/a
0,406.8046429168294,0.5223857400042107,partner-non_social_choice-pentagon,0.5223857400042107,n/a,n/a
1,410.7877211850955,1.5,partner-non_social_feedback-informative,n/a,n/a,51
2,417.28753596137676,1.205186556670924,partner-non_social_feedback-partner,n/a,1.205186556670924,n/a
