onset	duration	trial_type	choice_RT	partner_RT	points	trialn
440.28378709476885	1.3437614964072964	partner-nonsocial_feedback-partner		1.3437614964072964		87
445.0337148708195	1.5	partner-nonsocial_feedback-affective_lose				88
449.3004377319853	0.2369969464812129	partner-nonsocial_choice	0.2369969464812129			89
453.5340652026844	1.5	partner-nonsocial_feedback-informative			60.0	90
456.7832155199212	1.4639465359932728	partner-nonsocial_feedback-partner		1.4639465359932728		91
461.53300543050966	1.5	partner-nonsocial_feedback-affective_lose				92
466.5500586933863	0.259802526923977	partner-social_choice	0.259802526923977			93
471.7833182790587	1.5	partner-social_feedback-informative			63.0	94
475.0325512424347	1.0231244628917011	partner-social_feedback-partner		1.0231244628917011		95
480.7823221370977	1.5	partner-social_feedback-affective_lose				96
485.04922162695857	0.4701208608366869	partner-nonsocial_choice	0.4701208608366869			97
490.2825079080653	1.5	partner-nonsocial_feedback-informative			62.0	98
493.53230878938035	1.5621253954036547	partner-nonsocial_feedback-partner		1.5621253954036547		99
499.28174800241374	1.5	partner-nonsocial_feedback-affective_win				100
502.7814265601287	1.3993644292481804	partner-nonsocial_feedback-partner_catch		1.3993644292481804		103
507.5313605529245	1.5	partner-nonsocial_feedback-affective_win_catch				104
522.7979418917189	0.5173202172200035	partner-social_choice	0.5173202172200035			105
527.0312164707175	1.5	partner-social_feedback-informative			63.0	106
530.2805339086872	1.7717748806931013	partner-social_feedback-partner		1.7717748806931013		107
535.0304766780641	1.5	partner-social_feedback-affective_lose				108
540.0472403137628	1.1104050026515324	partner-social_choice	1.1104050026515324			109
544.2808129308296	1.5	partner-social_feedback-informative			63.0	110
547.5300217586073	1.3957060576694855	partner-social_feedback-partner		1.3957060576694855		111
552.2797864365252	1.5	partner-social_feedback-affective_win				112
556.5469353275676	0.509441041487662	partner-social_choice	0.509441041487662			113
563.7965497065329	1.5	partner-social_feedback-informative			58.0	114
568.0292055365599	1.154835347680546	partner-social_feedback-partner		1.154835347680546		115
572.7791625678815	1.5	partner-social_feedback-affective_win				116
578.5460569380703	0.26256861275169285	partner-social_choice	0.26256861275169285			117
582.7959777659944	1.5	partner-social_feedback-informative			67.0	118
589.0284953648678	1.3789076813372958	partner-social_feedback-partner		1.3789076813372958		119
593.7785010330767	1.5	partner-social_feedback-affective_lose				120
598.7952270026149	0.3938256751566769	partner-nonsocial_choice	0.3938256751566769			121
606.045144539321	1.5	partner-nonsocial_feedback-informative			72.0	122
609.2777254027169	1.0610378307219437	partner-nonsocial_feedback-partner		1.0610378307219437		123
614.0276678064033	1.5	partner-nonsocial_feedback-affective_lose				124
618.2946053281162	0.0008264613920800912	partner-nonsocial_choice	0.0008264613920800912			125
622.5446453712675	1.5	partner-nonsocial_feedback-informative			64.0	126
625.7771658956685	1.3202227057468008	partner-nonsocial_feedback-partner		1.3202227057468008		127
630.5271287780438	1.5	partner-nonsocial_feedback-affective_lose				128
635.5439768883361	0.391057029492913	partner-social_choice	0.391057029492913			129
640.7938373772648	1.5	partner-social_feedback-informative			69.0	130
644.0265012524916	1.335459216324125	partner-social_feedback-partner		1.335459216324125		131
648.7930452908157	1.5	partner-social_feedback-affective_lose				132
654.5600149933261	0.4354328865811112	partner-nonsocial_choice	0.4354328865811112			133
658.793198880986	1.5	partner-nonsocial_feedback-informative			75.0	134
663.0426746631074	1.2986663253550432	partner-nonsocial_feedback-partner		1.2986663253550432		135
668.7925428315442	1.5	partner-nonsocial_feedback-affective_win				136
680.2924071602274	1.5	partner-nonsocial_feedback-informative_catch			77.0	138
694.5584831142238	0.7540388729407823	partner-nonsocial_choice	0.7540388729407823			141
698.7920202592751	1.5	partner-nonsocial_feedback-informative			77.0	142
702.0415227368308	1.8526792342431688	partner-nonsocial_feedback-partner		1.8526792342431688		143
706.7910438646213	1.5	partner-nonsocial_feedback-affective_win				144
711.058003327787	0.3398877328991148	partner-social_choice	0.3398877328991148			145
716.2913770090145	1.5	partner-social_feedback-informative			62.0	146
720.5406022928819	1.2520908376150146	partner-social_feedback-partner		1.2520908376150146		147
726.2905604212759	1.5	partner-social_feedback-affective_lose				148
737.7904415717394	1.5	partner-nonsocial_feedback-informative_catch			75.0	150
749.2894944323563	1.644289554039915	partner-nonsocial_feedback-partner_catch		1.644289554039915		155
754.039432082061	1.5	partner-nonsocial_feedback-affective_lose_catch				156
765.7891612879636	3.0	partner-nonsocial_feedback-partner_lapse_catch		0.0		159
