index,onset,duration,trial_type,choice_RT,partner_RT,points
0,4.776292991534319,0.9165478780787453,partner-non_social_choice-star,0.9165478780787453,n/a,n/a
1,9.033554332522726,1.5,partner-non_social_feedback-informative,n/a,n/a,40
2,13.257408348723402,1.2921807975717456,partner-non_social_feedback-partner,n/a,1.2921807975717456,n/a
3,21.022072004535403,1.5,partner-non_social_feedback-affective,n/a,n/a,n/a
0,25.280839626264424,0.9226092044391407,partner-social_choice-star,0.9226092044391407,n/a,n/a
1,29.538789197491496,1.5,partner-social_feedback-informative,n/a,n/a,36
2,32.761563328518605,1.4093997184181717,partner-social_feedback-partner,n/a,1.4093997184181717,n/a
3,37.519095646450296,1.5,partner-social_feedback-affective,n/a,n/a,n/a
0,42.52918322941696,1.156547878078527,partner-social_choice-star,1.156547878078527,n/a,n/a
1,49.77776636009639,1.5,partner-social_feedback-informative,n/a,n/a,39
2,54.01576603097419,1.2325475855259356,partner-social_feedback-partner,n/a,1.2325475855259356,n/a
3,58.77427657201406,1.5,partner-social_feedback-affective,n/a,n/a,n/a
0,63.78510870161517,0.8939324568937081,partner-non_social_choice-pentagon,0.8939324568937081,n/a,n/a
1,69.02715547347907,1.5,partner-non_social_feedback-informative,n/a,n/a,82
2,73.26814430162267,0.7522217549503694,partner-non_social_feedback-partner,n/a,0.7522217549503694,n/a
3,78.02685999524601,1.5,partner-non_social_feedback-affective,n/a,n/a,n/a
0,82.28596332120469,0.980512698615712,partner-non_social_choice-pentagon,0.980512698615712,n/a,n/a
1,87.54460039128935,1.5,partner-non_social_feedback-informative,n/a,n/a,87
2,90.76659779488455,1.4147804940485003,partner-non_social_feedback-partner,n/a,1.4147804940485003,n/a
3,96.52743230147644,1.5,partner-non_social_feedback-affective,n/a,n/a,n/a
0,100.78695105227598,0.941175696184473,partner-social_choice-pentagon,0.941175696184473,n/a,n/a
1,105.04383865718319,1.5,partner-social_feedback-informative,n/a,n/a,84
2,108.26615311477235,0.752172752372644,partner-social_feedback-partner,n/a,0.752172752372644,n/a
3,113.02502166718477,1.5,partner-social_feedback-affective,n/a,n/a,n/a
0,117.28376954160649,1.174739170979592,partner-social_choice-pentagon,1.174739170979592,n/a,n/a
1,122.54336106489245,1.5,partner-social_feedback-informative,n/a,n/a,83
2,128.77030114644094,1.4991541569906985,partner-social_feedback-partner,n/a,1.4991541569906985,n/a
3,134.51436982318864,1.5,partner-social_feedback-affective,n/a,n/a,n/a
0,140.2928851182096,1.6380446508565,partner-social_choice-pentagon,1.6380446508565,n/a,n/a
1,144.5334248779509,1.5,partner-social_feedback-informative,n/a,n/a,86
2,147.77241081713692,1.1373615402899304,partner-social_feedback-partner,n/a,1.1373615402899304,n/a
3,153.5161415955099,1.5,partner-social_feedback-affective,n/a,n/a,n/a
0,158.54326452249916,1.8952054268529537,partner-non_social_choice-pentagon,1.8952054268529537,n/a,n/a
1,162.7833734983824,1.5,partner-non_social_feedback-informative,n/a,n/a,83
2,166.02287103911112,1.3733257757221509,partner-non_social_feedback-partner,n/a,1.3733257757221509,n/a
3,171.7661765189887,1.5,partner-non_social_feedback-affective,n/a,n/a,n/a
0,176.04213563474877,1.3608202446475843,partner-non_social_choice-pentagon,1.3608202446475843,n/a,n/a
1,180.283309502478,1.5,partner-non_social_feedback-informative,n/a,n/a,82
2,184.5233822749633,1.5112197619355356,partner-non_social_feedback-partner,n/a,1.5112197619355356,n/a
