index,onset,duration,trial_type,choice_RT,partner_RT,points
0,4.783241118282604,0.7922539357482492,partner-social_choice-pentagon,0.7922539357482492,n/a,n/a
1,8.766014883618936,1.5,partner-social_feedback-informative,n/a,n/a,45
2,12.265988553875559,0.9442017882283835,partner-social_feedback-partner,n/a,0.9442017882283835,n/a
3,18.28268234261577,1.5,partner-social_feedback-affective,n/a,n/a,n/a
0,22.282700261469017,2.1302718911706506,partner-social_choice-star,2.1302718911706506,n/a,n/a
1,26.26536468523136,1.5,partner-social_feedback-informative,n/a,n/a,63
2,29.765252052440246,1.625441480317022,partner-social_feedback-partner,n/a,1.625441480317022,n/a
3,34.78224314786712,1.5,partner-social_feedback-affective,n/a,n/a,n/a
0,38.78206395933512,0.5475054396520136,partner-non_social_choice-pentagon,0.5475054396520136,n/a,n/a
1,42.764785430875236,1.5,partner-non_social_feedback-informative,n/a,n/a,40
2,49.26452213344055,1.1797187837123602,partner-non_social_feedback-partner,n/a,1.1797187837123602,n/a
3,55.281496772778155,1.5,partner-non_social_feedback-affective,n/a,n/a,n/a
0,60.031458558080885,0.47245652849642283,partner-social_choice-star,0.47245652849642283,n/a,n/a
1,64.01413285549734,1.5,partner-social_feedback-informative,n/a,n/a,58
2,68.51394781591125,1.4147066244900088,partner-social_feedback-partner,n/a,1.4147066244900088,n/a
3,73.53065111261458,1.5,partner-social_feedback-affective,n/a,n/a,n/a
0,79.03084236894574,0.8065056407817792,partner-non_social_choice-star,0.8065056407817792,n/a,n/a
1,83.01337880089977,1.5,partner-non_social_feedback-informative,n/a,n/a,55
2,86.51325519738157,1.4118004790552732,partner-non_social_feedback-partner,n/a,1.4118004790552732,n/a
3,94.53005723062279,1.5,partner-non_social_feedback-affective,n/a,n/a,n/a
0,99.2797421879286,0.3709776745713498,partner-non_social_choice-star,0.3709776745713498,n/a,n/a
1,103.26267173758015,1.5,partner-non_social_feedback-informative,n/a,n/a,52
