onset	duration	trial_type	choice_RT	partner_RT	points	trialn
4.782958635018076	0.6035027834959692	partner-social_choice	0.6035027834959692			1
9.032806962561152	1.5	partner-social_feedback-informative			24.0	2
12.266042082113016	1.335333812882709	partner-social_feedback-partner		1.335333812882709		3
17.01596446311669	1.5	partner-social_feedback-affective_win				4
20.51586737080288	1.6804543847147215	partner-social_feedback-partner_catch		1.6804543847147215		7
26.2657568391578	1.5	partner-social_feedback-affective_lose_catch				8
43.78212265373986	0.8077894000061859	partner-social_choice	0.8077894000061859			9
48.03208617555447	1.5	partner-social_feedback-informative			20.0	10
51.265222922856076	1.4595585828683395	partner-social_feedback-partner		1.4595585828683395		11
59.015086792484	1.5	partner-social_feedback-affective_lose				12
63.28172532493045	1.0839053125037026	partner-nonsocial_choice	1.0839053125037026			13
68.53160254246632	1.5	partner-nonsocial_feedback-informative			40.0	14
71.76479633835879	1.2689482689957003	partner-nonsocial_feedback-partner		1.2689482689957003		15
76.51470482291006	1.5	partner-nonsocial_feedback-affective_lose				16
87.53130925419646	1.5	partner-social_feedback-informative_catch			39.0	18
98.03099640118491	0.6802474007236015	partner-social_choice	0.6802474007236015			21
102.2809617514795	1.5	partner-social_feedback-informative			31.0	22
105.51410325283086	1.317985190039508	partner-social_feedback-partner		1.317985190039508		23
111.26398906422399	1.5	partner-social_feedback-affective_win				24
115.53062028274964	0.7433032816470586	partner-social_choice	0.7433032816470586			25
119.78059440975085	1.5	partner-social_feedback-informative			35.0	26
123.01378308589756	1.5430477332147348	partner-social_feedback-partner		1.5430477332147348		27
128.76363635033886	1.5	partner-social_feedback-affective_win				28
133.78024919263498	0.5084484940816765	partner-nonsocial_choice	0.5084484940816765			29
139.03016627104444	1.5	partner-nonsocial_feedback-informative			33.0	30
142.2633198403664	1.313201885090166	partner-nonsocial_feedback-partner		1.313201885090166		31
147.0133223088151	1.5	partner-nonsocial_feedback-affective_lose				32
152.02986786302972	0.5066810848447858	partner-social_choice	0.5066810848447858			33
156.2798207796568	1.5	partner-social_feedback-informative			30.0	34
159.51295533278244	1.7353709676062865	partner-social_feedback-partner		1.7353709676062865		35
167.26280420886997	1.5	partner-social_feedback-affective_lose				36
171.52944895815017	0.4226931250232155	partner-nonsocial_choice	0.4226931250232155			37
178.77935396858902	1.5	partner-nonsocial_feedback-informative			32.0	38
183.0124687741245	1.3015486132626393	partner-nonsocial_feedback-partner		1.3015486132626393		39
187.7623783557647	1.5	partner-nonsocial_feedback-affective_lose				40
192.0290326131444	0.4489292601128909	partner-nonsocial_choice	0.4489292601128909			41
197.27896468509425	1.5	partner-nonsocial_feedback-informative			44.0	42
203.51205096633385	1.1557240033043854	partner-nonsocial_feedback-partner		1.1557240033043854		43
208.26195067417942	1.5	partner-nonsocial_feedback-affective_win				44
212.528608954216	0.6439198818361547	partner-social_choice	0.6439198818361547			45
216.7785508999605	1.5	partner-social_feedback-informative			42.0	46
221.01167850485942	1.5579260789218097	partner-social_feedback-partner		1.5579260789218097		47
225.76159247485248	1.5	partner-social_feedback-affective_win				48
230.02823320147584	0.5400885203971484	partner-nonsocial_choice	0.5400885203971484			49
