index,onset,duration,trial_type,choice_RT,partner_RT,points
0,4.783095207621045,0.8265952350479893,partner-social_choice-pentagon,0.8265952350479893,n/a,n/a
1,9.033061381214338,1.5,partner-social_feedback-informative,n/a,n/a,32
2,15.265525954910572,1.3382805214750988,partner-social_feedback-partner,n/a,1.3382805214750988,n/a
3,21.015429229672463,1.5,partner-social_feedback-affective,n/a,n/a,n/a
0,25.282326159697277,0.48184271635182085,partner-non_social_choice-pentagon,0.48184271635182085,n/a,n/a
1,30.531924448263908,1.5,partner-non_social_feedback-informative,n/a,n/a,35
2,33.76501252491289,1.2038463366916403,partner-non_social_feedback-partner,n/a,1.2038463366916403,n/a
3,38.51490117203957,1.5,partner-non_social_feedback-affective,n/a,n/a,n/a
0,42.78176848110297,0.6659040792815176,partner-social_choice-pentagon,0.6659040792815176,n/a,n/a
1,50.03147757400666,1.5,partner-social_feedback-informative,n/a,n/a,36
2,53.26424164853461,1.4401550529337328,partner-social_feedback-partner,n/a,1.4401550529337328,n/a
3,58.01407653910155,1.5,partner-social_feedback-affective,n/a,n/a,n/a
0,63.030941105483635,0.5462917116160497,partner-social_choice-star,0.5462917116160497,n/a,n/a
1,68.28060302426366,1.5,partner-social_feedback-informative,n/a,n/a,66
2,72.51354921285065,0.7513649412153427,partner-social_feedback-partner,n/a,0.7513649412153427,n/a
3,80.26349307930013,1.5,partner-social_feedback-affective,n/a,n/a,n/a
0,85.2800405916878,0.0006816478030486905,partner-non_social_choice-star,0.0006816478030486905,n/a,n/a
1,90.53008685158466,1.5,partner-non_social_feedback-informative,n/a,n/a,66
2,96.76297416393936,1.3151948218173857,partner-non_social_feedback-partner,n/a,1.3151948218173857,n/a
3,101.51270007862377,1.5,partner-non_social_feedback-affective,n/a,n/a,n/a
0,0.0,0.0,partner-non_social_choice-na,0.0,n/a,n/a
1,0.0,1.5,partner-non_social_feedback-informative,n/a,n/a,31
2,106.51236766561215,1.329605236693169,partner-non_social_feedback-partner,n/a,1.329605236693169,n/a
3,112.26222705746841,1.5,partner-non_social_feedback-affective,n/a,n/a,n/a
0,124.02939788996355,1.551959554588393,partner-non_social_choice-pentagon,1.551959554588393,n/a,n/a
1,128.2793128668336,1.5,partner-non_social_feedback-informative,n/a,n/a,37
2,132.51141211533923,1.3618723373128887,partner-non_social_feedback-partner,n/a,1.3618723373128887,n/a
3,138.26145983799915,1.5,partner-non_social_feedback-affective,n/a,n/a,n/a
0,142.5282865553745,1.1425009599379337,partner-non_social_choice-star,1.1425009599379337,n/a,n/a
1,146.7781426560132,1.5,partner-non_social_feedback-informative,n/a,n/a,63
2,151.01072022819153,1.261086833299487,partner-non_social_feedback-partner,n/a,1.261086833299487,n/a
3,155.76082975261033,1.5,partner-non_social_feedback-affective,n/a,n/a,n/a
0,160.02758040628305,1.0637040829387843,partner-social_choice-star,1.0637040829387843,n/a,n/a
1,167.29390173885986,1.5,partner-social_feedback-informative,n/a,n/a,66
2,170.5102598233716,0.7515956921615725,partner-social_feedback-partner,n/a,0.7515956921615725,n/a
3,175.27666636192407,1.5,partner-social_feedback-affective,n/a,n/a,n/a
0,180.29359967819255,0.0008849719333738904,partner-non_social_choice-pentagon,0.0008849719333738904,n/a,n/a
1,184.52695873178436,1.5,partner-non_social_feedback-informative,n/a,n/a,44
2,187.77610831763923,1.3744093178038383,partner-non_social_feedback-partner,n/a,1.3744093178038383,n/a
3,192.52606388619733,1.5,partner-non_social_feedback-affective,n/a,n/a,n/a
0,197.5428706734201,0.735357188567832,partner-social_choice-star,0.735357188567832,n/a,n/a
1,201.7929099851899,1.5,partner-social_feedback-informative,n/a,n/a,69
2,206.02566894004485,1.348405770602767,partner-social_feedback-partner,n/a,1.348405770602767,n/a
3,210.77558135707932,1.5,partner-social_feedback-affective,n/a,n/a,n/a
0,215.0422669177742,0.4924956574204771,partner-social_choice-star,0.4924956574204771,n/a,n/a
1,220.29213106361203,1.5,partner-social_feedback-informative,n/a,n/a,65
2,224.52504031741955,1.2125472198349598,partner-social_feedback-partner,n/a,1.2125472198349598,n/a
3,229.27488471595007,1.5,partner-social_feedback-affective,n/a,n/a,n/a
0,233.54166864749277,0.49358870746618777,partner-non_social_choice-star,0.49358870746618777,n/a,n/a
1,237.7916176336148,1.5,partner-non_social_feedback-informative,n/a,n/a,66
2,242.02433051141907,1.2086405441486932,partner-non_social_feedback-partner,n/a,1.2086405441486932,n/a
3,249.77405679179356,1.5,partner-non_social_feedback-affective,n/a,n/a,n/a
