index,onset,duration,trial_type,choice_RT,partner_RT,points
0,4.816109540869775,0.46338197159957417,partner-social_choice-star,0.46338197159957417,n/a,n/a
1,8.797323207075578,1.5,partner-social_feedback-informative,n/a,n/a,54
2,12.282336962583486,1.137134531901438,partner-social_feedback-partner,n/a,1.137134531901438,n/a
3,20.29911747529104,1.5,partner-social_feedback-affective,n/a,n/a,n/a
0,25.04868714712984,0.44824268496972763,partner-non_social_choice-star,0.44824268496972763,n/a,n/a
1,29.031512052662492,1.5,partner-non_social_feedback-informative,n/a,n/a,53
2,35.53132902377388,0.9694606882837888,partner-non_social_feedback-partner,n/a,0.9694606882837888,n/a
3,41.53153819964655,1.5,partner-non_social_feedback-affective,n/a,n/a,n/a
0,45.54805907097375,0.2813931113118997,partner-social_choice-star,0.2813931113118997,n/a,n/a
1,49.53092822524877,1.5,partner-social_feedback-informative,n/a,n/a,51
2,53.030752875893995,1.0934398131166745,partner-social_feedback-partner,n/a,1.0934398131166745,n/a
3,58.0309989866671,1.5,partner-social_feedback-affective,n/a,n/a,n/a
0,0.0,0.0,partner-social_choice-na,0.0,n/a,n/a
1,0.0,1.5,partner-social_feedback-informative,n/a,n/a,48
2,61.29714200664739,1.741039538262612,partner-social_feedback-partner,n/a,1.741039538262612,n/a
3,66.29773735336198,1.5,partner-social_feedback-affective,n/a,n/a,n/a
0,82.2970015808869,0.4234813081975517,partner-non_social_choice-star,0.4234813081975517,n/a,n/a
1,87.27987146654596,1.5,partner-non_social_feedback-informative,n/a,n/a,45
2,93.7795158309932,1.5977628421003374,partner-non_social_feedback-partner,n/a,1.5977628421003374,n/a
3,98.77963321815241,1.5,partner-non_social_feedback-affective,n/a,n/a,n/a
0,103.54645002579946,0.5864538143696336,partner-non_social_choice-star,0.5864538143696336,n/a,n/a
1,108.52908659990817,1.5,partner-non_social_feedback-informative,n/a,n/a,45
2,112.02892331839234,1.1668978450131817,partner-non_social_feedback-partner,n/a,1.1668978450131817,n/a
3,117.04575941629673,1.5,partner-non_social_feedback-affective,n/a,n/a,n/a
0,121.79556678799099,0.5238846299982924,partner-non_social_choice-star,0.5238846299982924,n/a,n/a
1,126.77852297698223,1.5,partner-non_social_feedback-informative,n/a,n/a,45
2,130.2782543761457,1.1110888445264209,partner-non_social_feedback-partner,n/a,1.1110888445264209,n/a
3,138.29516946354056,1.5,partner-non_social_feedback-affective,n/a,n/a,n/a
0,142.29493322645362,0.6362288954526321,partner-social_choice-star,0.6362288954526321,n/a,n/a
1,146.27782139671694,1.5,partner-social_feedback-informative,n/a,n/a,49
2,149.77765592104834,1.242197867941968,partner-social_feedback-partner,n/a,1.242197867941968,n/a
3,154.79451834878319,1.5,partner-social_feedback-affective,n/a,n/a,n/a
0,0.0,0.0,partner-non_social_choice-na,0.0,n/a,n/a
1,0.0,1.5,partner-non_social_feedback-informative,n/a,n/a,49
2,158.02741008454427,1.1982369253194065,partner-non_social_feedback-partner,n/a,1.1982369253194065,n/a
3,164.04430688733487,1.5,partner-non_social_feedback-affective,n/a,n/a,n/a
0,176.2939860839533,0.5271294158690125,partner-non_social_choice-star,0.5271294158690125,n/a,n/a
1,180.2767608896702,1.5,partner-non_social_feedback-informative,n/a,n/a,46
2,183.7765665243271,0.9553694751696185,partner-non_social_feedback-partner,n/a,0.9553694751696185,n/a
3,189.79357084059075,1.5,partner-non_social_feedback-affective,n/a,n/a,n/a
