onset	duration	trial_type	choice_RT	partner_RT	points	trialn
711.0346954172064	1.5	partner-social_feedback-informative			55.0	146
714.5346524479146	1.7644346649185536	partner-social_feedback-partner		1.7644346649185536		147
719.5512788209671	1.5	partner-social_feedback-affective_lose				148
723.5512367659156	0.33763184715644456	partner-nonsocial_choice	0.33763184715644456			149
727.5343540398999	1.5	partner-nonsocial_feedback-informative			70.0	150
731.0343271612364	1.1104654543350991	partner-nonsocial_feedback-partner		1.1104654543350991		151
739.0508745439312	1.5	partner-nonsocial_feedback-affective_lose				152
744.5508246264143	0.5629324584906499	partner-nonsocial_choice	0.5629324584906499			153
749.5339462887514	1.5	partner-nonsocial_feedback-informative			70.0	154
754.0337844682291	1.071677897803056	partner-nonsocial_feedback-partner		1.071677897803056		155
760.0505501714932	1.5	partner-nonsocial_feedback-affective_lose				156
764.8003529698726	1.1378915645245795	partner-social_choice	1.1378915645245795			157
769.7835342406743	1.5	partner-social_feedback-informative			69.0	158
774.2833691288861	1.128970042542278	partner-social_feedback-partner		1.128970042542278		159
779.3000978968457	1.5	partner-social_feedback-affective_lose				160
